,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
0,1.0,60.0,12.085885034361521,4.174387269895637,9.041921720351219,12.0255224952491,12.037675191939773,11.936093526689714,12.022693973028575,12.024182958480884,12.001899626609445,12.020564931074205,12.163641307701866,12.042916127097548,12.025895254415698,12.047512415928201,12.182686209840618,7.0,5.0,5.0,5.0,11.984199753311579,12.01921621461856,12.205872649185947,12.209630627095034,12.163629742442453,5.278114659230517,2,12.043077827796985,12.261665131561195,12.17988235853947,12.042614840907552,11.95565341207576,6,6.559615237493242,5,0.0,5.0106352940962555,6.752270376141742,12.032077892096217,4,12.061089985718422,12.06146418127997,6.752270376141742,6.74993119378857,0.0,7.444248649496705,1.0,0.0,2.0,1.0,3.0,1.0,2,8.0,4,0.0,1,12.160777533422273,5.0,12.172672333572637,2.0,6.306275286948016,2,12.070483200383842,12.059894850096226,0.0,4.110873864173311,0.0,0.0,0.0,0.0,0,4,12.03011225413737,0.0,2.0,2008.0,11.991060862749812,12.00503369250626,12.247694320220994
1,2.0,20.0,12.085885034361521,4.382026634673881,9.169518377455928,12.0255224952491,12.037675191939773,11.936093526689714,12.022693973028575,12.024182958480884,12.034741406014552,12.020564931074205,12.101695591111714,12.042916127097548,12.025895254415698,12.047512415928201,11.993682778640792,6.0,8.0,31.0,31.0,11.984199753311579,12.01921621461856,11.859767396993876,11.862285886957253,11.896883990084063,0.0,1,12.043077827796985,11.870079702687187,12.17988235853947,12.042614840907552,12.364359274012367,4,6.885509670034818,5,0.0,5.648974238161206,7.140453043101158,12.032077892096217,4,12.061089985718422,12.06146418127997,7.140453043101158,0.0,0.0,7.140453043101158,0.0,1.0,2.0,0.0,3.0,1.0,1,6.0,4,1.0,3,12.160777533422273,31.0,12.172672333572637,2.0,6.131226489483141,2,12.070483200383842,12.059894850096226,5.697093486505405,0.0,0.0,0.0,0.0,0.0,0,4,12.03011225413737,0.0,5.0,2007.0,11.991060862749812,12.00503369250626,12.109010932687042
2,3.0,60.0,12.085885034361521,4.219507705176107,9.328123407632566,12.0255224952491,12.037675191939773,12.16346534955125,12.022693973028575,12.024182958480884,12.001899626609445,12.020564931074205,12.163641307701866,12.042916127097548,12.025895254415698,12.047512415928201,12.182686209840618,7.0,5.0,7.0,6.0,11.984199753311579,12.01921621461856,12.205872649185947,12.209630627095034,12.163629742442453,5.087596335232384,2,12.043077827796985,12.261665131561195,12.17988235853947,12.042614840907552,12.094819384841182,6,6.186208623900494,5,0.0,6.073044534100405,6.824373670043086,12.032077892096217,4,12.061089985718422,12.06146418127997,6.824373670043086,6.763884908562435,0.0,7.487733761436444,1.0,0.0,2.0,1.0,3.0,1.0,2,6.0,4,1.0,3,12.160777533422273,7.0,12.172672333572637,2.0,6.410174881966167,2,12.070483200383842,12.059894850096226,0.0,3.7376696182833684,0.0,0.0,0.0,0.0,0,4,12.03011225413737,0.0,9.0,2008.0,11.991060862749812,12.00503369250626,12.31716669303576
3,4.0,70.0,12.085885034361521,4.0943445622221,9.164296433474776,12.0255224952491,12.037675191939773,12.16346534955125,12.022693973028575,12.024182958480884,12.027445609949826,12.020564931074205,12.206658874866637,12.042916127097548,12.025895254415698,12.047512415928201,12.182686209840618,7.0,5.0,91.0,36.0,11.984199753311579,12.01921621461856,11.838506037800697,11.892242417087257,11.896883990084063,0.0,1,12.043077827796985,11.72252771411475,11.810855438908415,12.042614840907552,11.95565341207576,4,5.375278407684165,5,0.0,6.29156913955832,6.628041376179533,12.032077892096217,3,12.061089985718422,12.06146418127997,6.8679744089702925,6.628041376179533,0.0,7.448333860897476,1.0,0.0,1.0,0.0,3.0,1.0,2,7.0,4,1.0,4,11.765643303311357,8.0,11.818974312364782,3.0,6.464588303689961,2,12.070483200383842,12.059894850096226,0.0,3.5553480614894135,0.0,0.0,0.0,0.0,0,4,12.03011225413737,0.0,2.0,2006.0,11.991060862749812,12.00503369250626,11.84939770159144
4,5.0,60.0,12.085885034361521,4.430816798843313,9.565213693968287,12.0255224952491,12.037675191939773,12.16346534955125,12.022693973028575,12.024182958480884,12.034741406014552,12.020564931074205,12.676000124908816,12.042916127097548,12.025895254415698,12.047512415928201,12.182686209840618,8.0,5.0,8.0,8.0,11.984199753311579,12.01921621461856,12.205872649185947,12.209630627095034,12.163629742442453,5.857933154483459,2,12.043077827796985,12.261665131561195,12.17988235853947,12.042614840907552,12.158267145628633,6,6.484635235635252,5,0.0,6.194405391104672,7.0431599159883405,12.032077892096217,4,12.061089985718422,12.06146418127997,7.0431599159883405,6.959398512133975,0.0,7.6953031349635665,1.0,0.0,2.0,1.0,4.0,1.0,2,9.0,4,1.0,3,12.160777533422273,8.0,12.172672333572637,3.0,6.728628613084702,2,12.070483200383842,12.059894850096226,5.2574953720277815,4.430816798843313,0.0,0.0,0.0,0.0,0,4,12.03011225413737,0.0,12.0,2008.0,11.991060862749812,12.00503369250626,12.429216196844383
5,6.0,50.0,12.085885034361521,4.442651256490317,9.55499334068759,12.0255224952491,12.037675191939773,12.16346534955125,12.022693973028575,12.024182958480884,12.001899626609445,12.020564931074205,11.933947606576133,12.042916127097548,12.025895254415698,12.047512415928201,11.813528016838497,5.0,5.0,16.0,14.0,11.984199753311579,12.01921621461856,12.205872649185947,12.209630627095034,11.896883990084063,0.0,1,12.043077827796985,11.989597212879975,12.17988235853947,12.042614840907552,11.95565341207576,6,6.595780513961311,5,0.0,4.1588830833596715,6.679599185844383,12.032077892096217,4,12.061089985718422,12.06146418127997,6.679599185844383,6.338594078203183,0.0,7.216709486709457,1.0,0.0,1.0,1.0,1.0,1.0,1,5.0,4,0.0,1,12.160777533422273,16.0,11.818974312364782,2.0,6.173786103901937,2,12.070483200383842,12.059894850096226,3.6888794541139363,3.4011973816621555,0.0,0.0,0.0,0.0,0,4,12.03011225413737,0.0,10.0,2009.0,11.991060862749812,12.00503369250626,11.870599909242044
6,7.0,20.0,12.085885034361521,4.31748811353631,9.218705288307811,12.0255224952491,12.037675191939773,11.936093526689714,12.022693973028575,12.024182958480884,12.001899626609445,12.020564931074205,12.296495472617682,12.042916127097548,12.025895254415698,12.047512415928201,11.993682778640792,8.0,5.0,3.0,2.0,11.984199753311579,12.01921621461856,12.205872649185947,12.209630627095034,12.425137940439187,5.225746673713202,2,12.043077827796985,12.261665131561195,12.640393913483543,12.042614840907552,12.158267145628633,6,7.221835825288449,5,0.0,5.75890177387728,7.430114138561801,12.032077892096217,4,12.061089985718422,12.06146418127997,7.434847875211999,0.0,0.0,7.434847875211999,1.0,0.0,2.0,0.0,3.0,1.0,2,7.0,4,1.0,4,12.160777533422273,3.0,12.172672333572637,2.0,6.455198563340122,2,12.070483200383842,12.059894850096226,5.541263545158426,4.04305126783455,0.0,0.0,0.0,0.0,0,4,12.03011225413737,0.0,8.0,2007.0,11.991060862749812,12.00503369250626,12.634603026569334
7,8.0,60.0,12.085885034361521,4.23410650459726,9.247828816387175,12.0255224952491,12.037675191939773,12.16346534955125,12.022693973028575,12.024182958480884,12.027445609949826,12.020564931074205,12.130608869884238,12.042916127097548,12.025895254415698,12.047512415928201,12.182686209840618,7.0,6.0,36.0,36.0,11.984199753311579,12.01921621461856,11.951898529608227,11.974932626443636,12.425137940439187,5.480638923341991,1,12.043077827796985,11.870079702687187,12.17988235853947,12.042614840907552,12.094819384841182,4,6.755768921984255,5,0.0,5.375278407684165,7.009408932708637,12.032077892096217,4,12.061089985718422,12.06146418127997,7.009408932708637,6.890609120147166,0.0,7.644919344958857,1.0,0.0,2.0,1.0,3.0,1.0,1,7.0,4,2.0,3,12.160777533422273,36.0,12.172672333572637,2.0,6.182084906716632,2,12.070483200383842,12.059894850096226,5.459585514144159,5.318119993844216,0.0,0.0,0.0,0.0,0,4,12.03011225413737,0.0,11.0,2009.0,11.991060862749812,12.00503369250626,12.206072645530174
8,9.0,50.0,12.085885034361521,3.9318256327243257,8.719317375506371,12.0255224952491,12.037675191939773,11.936093526689714,12.022693973028575,12.024182958480884,12.001899626609445,12.020564931074205,11.703864612968266,12.042916127097548,12.025895254415698,12.047512415928201,11.813528016838497,7.0,5.0,77.0,58.0,11.984199753311579,12.01921621461856,12.088139839093577,11.892242417087257,11.896883990084063,0.0,1,12.043077827796985,11.72252771411475,11.810855438908415,12.042614840907552,11.95565341207576,5,0.0,5,0.0,6.858565034791365,6.858565034791365,12.032077892096217,3,12.061089985718422,12.06146418127997,6.92951677076365,6.62273632394984,0.0,7.480992162869525,0.0,0.0,2.0,0.0,2.0,2.0,1,8.0,4,2.0,3,11.765643303311357,77.0,11.818974312364782,2.0,6.148468295917647,2,12.070483200383842,12.059894850096226,4.499809670330265,0.0,0.0,0.0,0.0,0.0,0,4,12.03011225413737,0.0,4.0,2008.0,11.991060862749812,12.00503369250626,11.77452020265869
9,10.0,190.0,12.085885034361521,3.912023005428146,8.911934336161426,12.0255224952491,12.037675191939773,11.936093526689714,12.022693973028575,12.024182958480884,12.027445609949826,12.020564931074205,11.679726905369055,12.042916127097548,12.025895254415698,12.047512415928201,11.844916529772979,5.0,6.0,69.0,58.0,11.984199753311579,12.01921621461856,11.859767396993876,11.862285886957253,11.896883990084063,0.0,1,12.043077827796985,11.72252771411475,11.810855438908415,12.042614840907552,11.95565341207576,6,6.7464121285733745,5,0.0,4.941642422609304,6.898714534329988,12.032077892096217,4,12.061089985718422,12.06146418127997,6.981934677156389,0.0,0.0,6.981934677156389,1.0,0.0,1.0,0.0,2.0,2.0,1,5.0,4,2.0,3,12.160777533422273,69.0,12.172672333572637,1.0,5.3230099791384085,2,12.070483200383842,12.059894850096226,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0,4,12.03011225413737,0.0,1.0,2008.0,11.991060862749812,12.00503369250626,11.678439903447801
